"vanus";"pikkus";"kaal";"sugu"
"38889";0,332455638710342;61;6,7;"N"
"38890";0,321833721634048;62;6,5;"N"
"38891";0,567004120157193;63;7,1;"N"
"38892";0,586720362369113;64,5;7,8;"N"
"38893";1,79488647738020;72;11;"N"
"38895";0,962418274963385;68,5;8,8;"N"
"38897";0,715238809776822;65;8,4;"N"
"38898";0,124102942328735;60;4,9;"N"
"38899";0,586569274916345;68;7,6;"N"
"38900";0,768905803372134;75;8,7;"N"
"38901";0,95259458808657;76;9,4;"N"
"38903";1,41417112333688;82;10,5;"N"
"38904";0,216763976202802;57,1;4,5;"N"
"38906";1,25874343373466;78,5;11;"M"
"38907";0,869895163165754;72,5;10,5;"M"
"38909";0,618018449040515;69,5;9,7;"M"
"38910";0,676792785545005;69,5;9,5;"M"
"38911";0,492254753268521;67;9;"M"
"38914";0,214063116539464;58,5;6,7;"M"
"38915";0,209601670029785;57;5,6;"M"
"38916";0,167239112735399;52,5;4,6;"M"
"38917";0,107868848009551;52;4,1;"M"
"38920";0,996234128225393;72;9,4;"M"
"38921";0,165042927835395;52,5;4,8;"M"
"38925";0,460690251821075;65,5;7;"M"
"38926";0,601169539227098;67,5;7,8;"M"
"38928";1,42373073915948;76,5;10,3;"M"
"38929";0,136278117750490;52;4,3;"N"
"38931";0,708443328041052;66;8,6;"N"
"38933";0,330450022103719;60;7,2;"N"
"38934";0,40678032426237;62;7,5;"N"
"38936";0,634897234752337;66;8,3;"N"
"38937";0,228614993930782;55;5,5;"N"
"38938";0,114879880430939;52;4,5;"N"
"38939";0,0920876372091986;48;3,8;"N"
"38940";0,260668444180588;58;5,7;"N"
"38941";0,437722703452364;62;6,9;"N"
"38942";0,566994139357417;62,5;7,8;"N"
"38943";0,596302672325113;66;8,1;"N"
"38944";0,799159627431115;69,5;8,5;"N"
"38945";0,884612925099704;69;9;"N"
"38946";1,09412474790218;73;9,8;"N"
"38947";1,39506101984008;78;11,7;"N"
"38948";1,89515994258095;82;12;"N"
"38949";0,540010257903391;71;8,7;"M"
"38950";0,151070876580331;57,5;4,8;"M"
"38951";0,245773131622996;60;6,4;"M"
"38953";0,549488199821318;68;8,4;"M"
"38954";0,560054912507045;72;8,7;"M"
"38956";0,913089490963787;76;10,8;"M"
"38957";1,07641251867806;79;11,5;"M"
"38959";1,91665370331727;88,5;13;"M"
"38960";0,169791885980715;58,1;4,6;"M"
"38961";0,184882606334469;60;6,3;"M"
"38962";1,79679396611402;85;10,9;"M"
"38963";1,32418228467099;80;11;"M"
"38964";0,8759470722385;75;10,3;"M"
"38965";0,594881671772218;68,5;9,3;"M"
"38967";0,337470068242291;64;7,4;"M"
"38969";1,74769017075584;83;12;"M"
"38970";1,37513212909098;80;11;"M"
"38972";0,688018071695554;74;9,8;"M"
"38973";0,736528117868638;72;9,6;"M"
"38974";0,635340063695701;71;9,2;"M"
"38975";0,505397728533156;69;7,8;"M"
"38979";0,0411;55;4;"M"
"38982";0,56180307899852;71;8,6;"N"
"38984";0,219627682634440;60;6,1;"N"
"38986";0,452705312417787;63;7,2;"N"
"38987";0,496541982399366;65,5;7,3;"N"
"38988";0,241906635803582;63;7,1;"N"
"38990";0,570750260133196;70;8,8;"N"
"38991";1,01746619517515;76;10;"N"
"38992";1,24722160453234;81;10,9;"N"
"38993";1,39654948639906;77;9,9;"N"
"38994";1,17750579427639;73;9,3;"N"
"38995";0,928369778511223;71;7,5;"N"
"38996";0,435261894710583;66;7,5;"N"
"38997";0,393638078301609;65,5;6,5;"N"
"38998";0,343798553223253;63;6,1;"N"
"38999";0,0989387802946855;54;4,6;"N"
"39000";0,169114742582343;59;5,9;"N"
"39001";0,486085777271454;67;7,8;"N"
"39002";0,687453669098506;68;7,9;"N"
"39005";2,10665264399428;82;12;"N"
"39006";1,30689855272814;81;11,3;"M"
"39007";0,438819163359818;69;7,5;"M"
"39008";0,403023623476864;65,5;7,1;"M"
"39009";0,357185405471289;63,5;7,2;"M"
"39011";0,218729949395739;61;5,1;"M"
"39014";0,130474934416950;54;4,1;"M"
"39015";0,210918077802832;63;6,2;"N"
"39016";0,101753476728245;58;4,9;"N"
"39017";0,179249711577499;53,1;3,9;"N"
"39018";0,0892621886137177;53;3,4;"N"
"39019";2,03384682679011;94;13,8;"M"
"39020";1,51859080942181;92;13;"M"
"39021";1,00462858864622;82;11,5;"M"
"39022";0,91531655874694;79;11,3;"M"
"39023";0,509275709117371;68,5;8,1;"M"
"39025";0,18771974402616;61;5,6;"M"
"39026";0,212502435398315;59;4,9;"M"
"39028";1,21014464273372;80;12;"M"
"39029";1,05775483414586;78;11;"M"
"39031";0,685285083469698;70;9;"M"
"39032";0,42749623541448;68,5;8,2;"M"
"39033";0,413660613155759;67,5;7,6;"M"
"39034";0,320823099878861;61;5,6;"M"
"39035";0,111429336368233;56;5,2;"M"
"39037";1,48099420404497;86;12;"M"
"39038";1,2446119557994;84;11;"M"
"39039";0,997577319137203;79;10,7;"M"
"39040";0,813600287877265;78,5;10;"M"
"39041";0,702448013242424;78,5;10,6;"M"
"39042";0,534866596226472;75;9,3;"M"
"39043";0,49499126820308;71;7,9;"M"
"39044";0,208734199531204;65;6,8;"M"
"39045";0,192233232758655;58,5;6,5;"M"
"39046";0,072280485437741;57,5;5;"M"
"39048";0,142513232209121;57;5,7;"N"
"39050";0,316233990849386;62,5;6,4;"N"
"39051";0,400810744284743;64;8,2;"N"
"39052";0,519487429807412;65;7,7;"N"
"39053";0,618280280556511;67;8,8;"N"
"39054";0,722053350685148;68;8,8;"N"
"39055";0,804426231134726;71;9,3;"N"
"39057";1,28006617150748;79;10,5;"N"
"39058";0,191763636882975;55;4,7;"N"
"39059";0,230072821173475;60;5,4;"N"
"39060";0,388743579423258;67;6,2;"N"
"39061";0,543271755718363;67,5;7,3;"N"
"39062";0,555777442296191;69;7,6;"N"
"39063";1,03373011984565;76;9,6;"N"
"39064";1,55207105772752;82,5;10,5;"N"
"39065";0,120888085246549;53;4,7;"N"
"39066";1,91729354079664;93;12,5;"M"
"39067";1,72382709156769;91;11,3;"M"
"39068";1,51295818727406;80;10,6;"M"
"39069";1,07247650779775;76;9,8;"M"
"39070";1,07815427577419;75;8,9;"M"
"39071";0,704905060400665;73;8,4;"M"
"39072";0,601704443384745;70;8,2;"M"
"39073";0,512959384836998;66;7,2;"M"
"39074";0,416702330580037;63;6,4;"M"
"39076";0,229015309489237;60;5,7;"M"
"39077";0,230758684614960;57;4,8;"M"
"39078";0,139346208316608;54;5,1;"M"
"39079";0,0411;54;3,9;"N"
"39081";0,269316675547552;58;5,5;"N"
"39082";0,276105612355276;60,5;6;"N"
"39083";0,448807967940755;62;6,4;"N"
"39084";0,522796000088188;64,5;6,8;"N"
"39085";0,587267892375527;65;7,5;"N"
"39086";0,725150213886676;66;7,6;"N"
"39088";0,97037384747483;73;8,6;"N"
"39089";1,25805314385332;78;10,1;"N"
"39090";1,389570835103;79,5;10,9;"N"
"39091";0,0930493802610153;58;4,5;"N"
"39092";0,20684600118484;64;5,4;"N"
"39093";0,249067888173189;65;6,3;"N"
"39095";0,71613106905462;75;10,4;"N"
"39096";0,739511685308023;76;11;"N"
"39097";1,04013362414682;78;12,1;"N"
"39098";1,25376313075706;82,5;12,3;"N"
"39099";2,01089024913064;91,5;14,9;"N"
"39100";0,0472848167986391;53;3,9;"M"
"39102";0,936986267714463;73;9;"M"
"39103";0,826002128699904;73;8,5;"M"
"39105";0,397169835098908;65;6,4;"M"
"39106";0,267256644508617;61;5,7;"M"
"39107";0,213381147344590;57;5,2;"M"
"39108";0,693137022611798;68,5;7,7;"M"
"39109";1,46485518484096;81;11;"M"
"39111";0,746831555969647;74;9;"M"
"39112";0,643246601431277;71;8,7;"M"
"39113";0,608850361604109;70;8,5;"M"
"39114";0,511308782876847;69;8,2;"M"
"39115";0,397396481785097;66;7,7;"M"
"39116";0,378010224506814;65;7;"M"
"39117";0,266672128870464;61,5;6;"M"
"39118";0,145866322182917;59;5,4;"M"
"39119";0,046645998937271;55;4,2;"M"
"39120";2,06298641502018;88,5;13,1;"M"
"39121";1,63821352520999;88;13;"M"
"39122";1,27592439261373;82;12;"M"
"39123";1,04315314706344;80;10,6;"M"
"39124";0,962775238486351;78;10,5;"M"
"39125";0,749023235018962;75;9,5;"M"
"39126";0,502009571017834;73;8,9;"M"
"39127";0,439366950623864;70;8,3;"M"
"39128";0,280255243077865;65;6,9;"M"
"39129";0,213933228598566;60;6,2;"M"
"39130";0,111559817939995;56;4,4;"M"
"39131";0,114548969877544;54,5;4,3;"N"
"39132";0,261376692238516;56,6;5,6;"N"
"39133";0,162219878466860;58,9;6,2;"N"
"39135";0,385987750883231;64,5;8,5;"N"
"39136";0,494824136990116;67;8,7;"N"
"39137";0,490490978058288;68;8,8;"N"
"39138";0,675874338601999;69;10,3;"N"
"39139";0,852270035063006;74;10,6;"N"
"39140";0,931400448746998;75;10,9;"N"
"39141";0,0411;53;4,4;"N"
"39142";0,131860140461743;55;4,9;"N"
"39144";0,341588185522207;62,5;6,1;"N"
"39145";0,439293299389875;64;6,3;"N"
"39146";0,639353167703863;65;7,3;"N"
"39147";0,895672831224196;69;8,6;"N"
"39148";1,01404345493138;73;9,8;"N"
"39150";1,92702929111401;90;14;"M"
"39151";1,47857895546849;85,5;13;"M"
"39152";0,875033030634217;77;10,2;"M"
"39153";0,86697504519989;75;9,5;"M"
"39154";0,721586869761999;72;9,8;"M"
"39155";0,616664024359282;70;9,6;"M"
"39156";0,532739825737315;68;9,6;"M"
"39157";0,426961462306261;66,5;8,8;"M"
"39158";0,379251618575828;65;8,2;"M"
"39159";0,157357256789317;60;5,9;"M"
"39160";0,0889134221883991;56;5,1;"M"
"39161";0,135820900990084;55,5;4,1;"N"
"39162";0,834779891453729;72,2;8,2;"N"
"39163";1,07598033288732;76;9,5;"N"
"39165";0,586890193771605;69;7,9;"N"
"39166";0,490712361432751;68;7,4;"N"
"39170";0,200622782231086;59;4,6;"N"
"39171";0,212274855769343;60;4,9;"N"
"39172";0,454136731008365;64;5,7;"N"
"39173";1,50976143054711;80;11,8;"M"
"39177";0,599059248125871;70;8,7;"M"
"39178";0,58928937887202;67;8,9;"M"
"39179";0,503421622343571;65,5;8,3;"M"
"39182";0,144389739653955;56;5,6;"M"
"39184";0,0411;53;4;"M"
"39185";1,81533956963915;85;12,5;"M"
"39186";0,125712648086450;53,5;4;"N"
"39187";0,170425269453072;55;4,7;"N"
"39188";0,261263787145522;58,5;5,1;"N"
"39190";0,49658410416039;64;6,9;"N"
"39191";0,55157805564625;67;7;"N"
"39193";0,742088444716092;71;8,2;"N"
"39194";0,713175875079289;74;8,4;"N"
"39195";0,910759984962048;75;9,5;"N"
"39197";1,12505601921528;79;11,1;"N"
"39198";0,811022099312574;76;10,4;"N"
"39199";0,534865706626963;73;8,7;"N"
"39201";0,384087348231018;67;7,8;"N"
"39202";0,336748432651254;65;6,5;"N"
"39203";0,141242717884311;62;5,3;"N"
"39204";0,108784212675213;49,5;5,1;"N"
"39205";1,00088127965152;72;10,3;"M"
"39206";1,31393319426981;78;11;"M"
"39207";1,937431009038;86;11,5;"M"
"39208";0,75731144685611;73;9,7;"M"
"39209";0,663744435831214;73;9,4;"M"
"39211";0,525379983492231;69;8,6;"M"
"39213";0,203217273720181;61;5,9;"M"
"39214";0,237916890886337;58;5,2;"M"
"39215";0,107038512050999;53;4,8;"M"
"39217";0,696168107006148;69,5;8,6;"N"
"39218";0,417141785511336;63;7,9;"N"
"39219";0,895240509352378;71,5;8,9;"N"
"39220";1,96854133925348;82,5;12;"N"
"39221";0,246209578572461;57,5;5,9;"N"
"39222";0,181589224652095;54;4,2;"N"
"39223";0,0477557511666743;50;3,2;"N"
"39225";0,206053630721332;61;5,9;"M"
"39228";0,424156852428758;68;7,5;"M"
"39229";0,530527269996135;69;8,2;"M"
"39230";0,568544190251341;72;8,8;"M"
"39231";0,723497221100895;73;9,5;"M"
"39232";0,757590508771857;76;10,4;"M"
"39233";0,90565408405071;78;10,8;"M"
"39234";1,65686199020511;86,5;12;"M"
"39235";0,944532502128486;75;11;"M"
"39236";0,811566124194607;71;10,5;"M"
"39238";0,606313762733651;70;9,3;"M"
"39239";0,633878622895262;70;8,9;"M"
"39240";0,501360241578924;67;8,1;"M"
"39242";0,318828893998978;64,5;7,4;"M"
"39243";0,232983004939374;62,5;6,6;"M"
"39244";0,190097447921966;62,5;6,9;"M"
"39245";0,0411;55;4,7;"M"
"39247";0,143642461953011;55;4,3;"M"
"39248";0,135178665963218;60;5,6;"M"
"39249";0,282765500651975;65;6,7;"M"
"39250";0,365558846076736;67;7,8;"M"
"39251";0,532443648954818;69;9;"M"
"39252";0,649620833392473;72,5;9,1;"M"
"39253";0,79030159028475;73,5;9,8;"M"
"39255";0,967731642606381;80;10,5;"M"
"39256";1,32902164147743;83;11,2;"M"
"39257";1,61284292851682;86;11,4;"M"
"39258";1,46824234836148;90;12,8;"M"
"39259";0,918391119244654;76;9,2;"M"
"39260";0,677930485843376;73;9,4;"M"
"39262";0,557994749285235;69;8;"M"
"39264";0,340677087762348;63,5;6,1;"M"
"39265";0,196357139846074;57;5,1;"M"
"39266";0,0803429251891103;53;3,9;"M"
"39267";0,175930725296282;59,5;6,6;"N"
"39268";0,308838101157923;60;6,9;"N"
"39269";0,354512825729233;61;7,4;"N"
"39271";0,59843305962454;67,5;10,1;"N"
"39272";0,638573435486403;71;10,9;"N"
"39273";1,01330463848803;75;11,6;"N"
"39274";1,06183989742941;77;11,8;"N"
"39276";1,95135756966326;88;12,3;"N"
"39277";1,42500860314154;87;13;"M"
"39278";1,00713988409821;78;11;"M"
"39279";0,939639736308938;76,5;11,2;"M"
"39280";0,832077849467861;75;10;"M"
"39281";0,634288108790067;71;9,3;"M"
"39282";0,53132893934773;70;9,2;"M"
"39283";0,43750631272743;68;8,2;"M"
"39284";0,293727003527263;67;7,8;"M"
"39286";0,281663709167712;64;6,7;"M"
"39288";0,0828232473810908;55;3,9;"N"
"39289";0,0411;57,9;4,7;"N"
"39290";0,232394028757360;60;6;"N"
"39292";0,376886195703932;65;8,3;"N"
"39293";0,506918982599017;67;8,2;"N"
"39294";0,541646676274644;67,5;8,5;"N"
"39295";0,74633951938042;71;9,4;"N"
"39296";0,865770080711229;72,5;9,2;"N"
"39297";0,849568491277423;73;9,1;"N"
"39298";1,05787060190382;75;9,9;"N"
"39299";1,25715839055953;78;10,8;"N"
"39300";1,74231646606838;83,5;11,5;"N"
"39301";0,111312742449675;55;4,3;"N"
"39302";1,82036867976946;85;11,4;"N"
"39304";1,04630138354268;75;10,4;"N"
"39305";0,98788895598936;74;9,8;"N"
"39306";0,705246067628845;70;8,5;"N"
"39307";0,613168353578935;67,5;8,4;"N"
"39308";0,425402126863865;63,5;7,7;"N"
"39309";0,355438809482946;62;6,6;"N"
"39310";0,294733917863765;60;5,6;"N"
"39311";0,244394938589155;56,5;4,9;"N"
"39312";0,238966822039124;54;4,6;"N"
"39313";0,229213879507910;58;5;"N"
"39314";0,383463787767991;60,5;6;"N"
"39315";0,471822952413085;60,5;6,1;"N"
"39317";0,578470787216418;67;8,3;"N"
"39318";0,894473136088803;70,5;8,5;"N"
"39319";0,920864958252003;72;8,9;"N"
"39321";1,89748038191688;87,5;12,7;"M"
"39322";1,60259543991927;85,5;12,3;"M"
"39323";1,36893843496940;81;11,8;"M"
"39324";1,11199156086897;76;10,8;"M"
"39326";0,184355853353249;60;5,1;"M"
"39327";0,943347502800871;76;10,3;"M"
"39329";0,738917507019563;72;9,2;"M"
"39330";0,608262261327998;69,5;8,3;"M"
"39331";0,475293734068337;68;8;"M"
"39332";0,323460699490849;65;6,9;"M"
"39334";1,34681648201124;75;10,8;"M"
"39335";1,03360310328081;72;9,4;"M"
"39337";0,867978456470877;69;8,8;"M"
"39338";0,644409559878908;67,5;8,1;"M"
"39339";0,545810611024043;64;7,4;"M"
"39340";0,409627586547715;61;6,2;"M"
"39341";0,268971146453571;57;5,4;"M"
"39342";0,146794590210093;52;4,3;"M"
"39343";0,102120807968540;49;3,9;"M"
"39344";1,04738031002949;77;10,4;"N"
"39347";0,664396823169091;69;8,8;"N"
"39348";0,518170107821343;66;8,8;"N"
"39350";0,229044544481431;62;6,9;"N"
"39351";0,192829964275808;58;5,9;"N"
"39352";0,18552136950064;55,1;5,2;"N"
"39354";1,17646528064795;77;10,6;"N"
"39355";0,587654328367514;67;7,9;"N"
"39356";0,613638395848658;68;7,9;"N"
"39357";0,436522199410858;68;7,9;"N"
"39358";0,351418401933517;64,5;7,2;"N"
"39359";0,136498242640602;57,5;5,3;"N"
"39360";1,19178986238981;77;10,6;"N"
"39361";1,18041282014490;78;11,5;"M"
"39362";1,74584539215302;83,5;13,8;"M"
"39363";1,57075331903431;82;14;"M"
"39364";0,11866972524797;58;5,2;"M"
"39365";0,374627682264761;64;7,7;"M"
"39366";0,553804162901197;68;9,3;"M"
"39367";0,767928084194451;70;10;"M"
"39369";0,593372362644964;67;6,4;"N"
"39370";0,535396079488031;65;6,7;"N"
"39371";0,392588261656686;63;6,4;"N"
"39372";0,261066455484422;59;5,6;"N"
"39373";0,214741734196029;56;5,3;"N"
"39375";0,588283500512755;68,5;7,1;"N"
"39376";1,26933366425574;85;11;"N"
"39377";0,841460161963064;69;7,8;"N"
"39378";0,874349474119571;70;8,5;"N"
"39379";1,59209740725564;80;8,9;"N"
"39380";2,11045882386688;84;9,6;"N"
"39381";1,37039923225442;79,5;9,2;"N"
"39382";1,62966552011308;87;12,7;"M"
"39383";1,25792680066389;82;11,8;"M"
"39384";0,984257875300917;78;11,3;"M"
"39386";0,764787777186435;74;9,8;"M"
"39387";0,68836535398727;74;10,4;"M"
"39388";0,618758605777939;71;9,9;"M"
"39389";0,412405069822075;70;9;"M"
"39390";0,395550736025619;69;8,4;"M"
"39391";0,122841603504063;60,5;5,9;"M"
"39392";0,0545873616392143;57,5;4,8;"M"
"39393";0,692191331416964;74;10,3;"M"
"39395";1,00178482379041;80;11,5;"M"
"39396";1,06294219647047;81;11,4;"M"
"39397";1,22945157821798;84;11,4;"M"
"39398";1,66517861780867;89,5;12,7;"M"
"39399";0,750395953586054;74;9,7;"M"
"39400";0,509165637698174;72;9;"M"
"39401";0,0765387913214115;55;4;"M"
"39402";0,0851272658586526;56,9;4,9;"M"
"39403";0,371974049734703;60;6,6;"M"
"39406";1,78537612523207;83;11,3;"M"
"39407";0,97182607392413;74,5;10,3;"M"
"39410";0,580716651011617;69;8,6;"M"
"39411";0,442335639871260;67;7,5;"M"
"39412";0,529198697432175;65,5;6,9;"M"
"39413";0,39074679984141;65;7,4;"M"
"39414";0,215390981884083;60;5,9;"M"
"39415";0,0966667489423432;54,4;4,6;"M"
"39416";0,0411;46;3,7;"M"
"39418";0,425550622423358;65;6,8;"N"
"39419";0,0411;54,5;4,6;"N"
"39420";0,176937309069905;58;5;"N"
"39421";0,506499417489965;69;7,6;"N"
"39422";0,588087301509146;70;7,9;"N"
"39423";0,700039861272078;71;9;"N"
"39424";0,856257539634742;76;9;"N"
"39426";1,86813637978726;84;12,3;"N"
"39427";1,79742029765058;92;16;"M"
"39428";1,58188988511773;87,5;15;"M"
"39429";1,37909062436110;86;14,5;"M"
"39432";0,409536475204462;69;8,6;"M"
"39436";0,0411;54,5;4,2;"M"
"39437";1,69057186723111;82;10,3;"M"
"39438";1,50140803011908;79;9,5;"M"
"39439";0,98388642645864;75;8,8;"M"
"39441";0,72622468875758;70;8;"M"
"39443";0,347399880556033;63,5;6,6;"M"
"39444";0,318549609196023;59,5;5,2;"M"
"39446";0,258304116505181;64;6,1;"M"
"39447";1,21408525617789;77;10,5;"M"
"39448";0,810265001320014;74;8,6;"M"
"39449";0,752541001705703;71;8,2;"M"
"39450";0,597403010808465;67,5;7;"M"
"39451";0,0704263711736918;50;3,6;"M"
"39453";0,0429546225841514;56;4,6;"M"
"39454";1,0141130380227;77;10,8;"M"
"39455";0,9184483516095;73;9,6;"M"
"39456";0,564392724623341;68;8,3;"M"
"39457";0,366314619753755;65;6,6;"M"
"39459";0,159729761546788;59;5,4;"M"
"39460";1,99044558283893;93;14,5;"M"
"39462";0,986834975236162;81;12,3;"M"
"39463";0,840315000413483;76,5;11,5;"M"
"39465";0,608108972528528;73;9,7;"M"
"39466";0,544201561785441;69;9;"M"
"39467";0,451323511831895;66,5;8,3;"M"
"39469";0,275363217187314;61;6,5;"M"
"39470";0,120286635810673;56;4,2;"M"
"39471";0,90236748841044;68;7,9;"M"
"39476";0,658916461085939;65;7,3;"M"
"39478";0,412681597510641;57,5;6,3;"M"
"39480";0,0974796913635106;49;3,5;"M"
"39481";0,372561360316875;66,5;7,7;"N"
"39482";0,15075479731221;58,9;5,4;"N"
"39483";0,267678123167847;64;6,3;"N"
"39484";0,659368274660309;70;8;"N"
"39485";0,79562018278643;73;9;"N"
"39486";0,912406268219357;74,5;9,5;"N"
"39487";1,09524054104020;75;10,6;"N"
"39491";0,374267681783877;65;7,5;"N"
"39492";0,444129455443144;67;7,3;"N"
"39493";1,02704833036775;73;9,8;"N"
"39494";1,76709324473857;90,5;13;"N"
"39495";1,44651669047848;79,5;10,7;"N"
"39496";0,621778660776114;70;8,7;"N"
"39497";0,774615103156992;72;9,4;"N"
"39498";0,100362584619803;57;5,6;"M"
"39499";0,21364403723127;60;6,4;"M"
"39500";0,339333721013245;65;7,3;"M"
"39501";0,849652680251598;75;11,5;"M"
"39502";1,40435343147610;85;15;"M"
"39503";0,0989049104927054;57;4,4;"M"
"39504";0,175797607094819;60,5;5,3;"M"
"39505";0,181568712211299;62;6,4;"M"
"39506";0,453669368384135;66;7,7;"M"
"39507";0,541895683830211;68;8,2;"M"
"39508";0,666369012085492;69;10,7;"M"
"39509";0,816631551954916;71;11;"M"
"39510";0,917638368572105;72,5;10,9;"M"
"39511";1,05411270475521;73;11,2;"M"
"39513";1,50956395328589;78,5;12,6;"M"
"39514";0,66719365500742;69;9,7;"M"
"39515";0,478177407832252;68,5;9,3;"M"
"39520";0,311472468043350;62;7,1;"M"
"39521";0,258858739197803;65,9;8,1;"N"
"39522";0,171094874961629;60;5,9;"N"
"39523";0,256409374261919;63;7;"N"
"39524";0,533935520127559;70;9;"N"
"39525";0,578837781653734;72;8,7;"N"
"39526";0,614936243819025;72;9,4;"N"
"39527";0,83216089840079;74;10,3;"N"
"39528";0,812190823827397;77;11;"N"
"39531";1,45747719030777;81;10,3;"N"
"39532";0,107452614149341;48,5;3,3;"N"
"39533";0,388818854440018;57,5;5,7;"N"
"39534";0,442622466267363;63;6,6;"N"
"39535";0,629936297110435;68;8,2;"N"
"39536";0,870373676210162;70,5;8,6;"N"
"39537";1,04650420409218;74;9,3;"N"
"39538";1,36668877984613;76;9,8;"N"
"39539";0,192156755214555;54,5;4,9;"N"
"39540";0,064236111613578;53,5;4,1;"N"
"39541";0,188490052470069;60;5,2;"N"
"39543";0,492517368194456;66;7,8;"N"
"39544";0,622854245940671;72,5;8,9;"N"
"39545";0,93134678562524;76;10,6;"N"
"39547";0,0811665239717142;55,5;4,4;"N"
"39548";0,101724780639492;58,9;4,9;"N"
"39550";0,352754368757480;62,5;6,8;"N"
"39552";0,601147168164994;70,5;7,8;"N"
"39553";0,519431928875127;72;7,7;"N"
"39555";0,828021457860517;73,5;9,9;"N"
"39556";0,890953758047199;74;10;"N"
"39557";0,882951879934755;76;11;"N"
"39560";1,99825689179648;91;15,2;"N"
"39561";0,054175299311353;54;3;"N"
"39562";0,323299657745387;60;5,1;"N"
"39563";1,38754659056124;71;10;"N"
"39565";0,88000927213155;67;7,4;"N"
"39566";0,796805051160544;66;7;"N"
"39567";0,649171634908261;66;6,4;"N"
"39569";0,946812751583367;72,5;8,8;"M"
"39570";0,129226384207381;52;4,4;"M"
"39571";0,134467829467169;57;4,6;"M"
"39572";0,233303518080908;58;5,8;"M"
"39573";0,318555913966151;63,5;6,5;"M"
"39574";0,504709156560757;67;7,5;"M"
"39575";0,660776998681793;68,5;7,9;"M"
"39576";0,78976443560471;72;8,6;"M"
"39577";1,07095400101335;74;9,5;"M"
"39578";0,977143287001486;73;9,1;"M"
"39579";1,05328748104248;76;9,2;"N"
"39580";1,23964515981728;79;9,8;"N"
"39581";1,42161182901184;79;10,6;"N"
"39583";1,89516880017209;83,5;11,7;"N"
"39584";0,976182727808107;75;9,2;"N"
"39585";0,959380754398275;71;8,8;"N"
"39586";0,803506224839971;71;9;"N"
"39587";0,766577880434464;69,5;8,5;"N"
"39588";0,695098582303873;69;8;"N"
"39592";0,286495559728818;60;5,5;"N"
"39593";0,199314733748727;57;4,8;"N"
"39594";0,221681665944329;53,1;4,2;"N"
"39595";0,994808591760339;80;11,1;"M"
"39596";0,89604572481634;73,5;10,5;"M"
"39597";0,400823672655841;68;8,1;"M"
"39598";0,278453366737102;66;7,5;"M"
"39599";0,273341225306830;61;5,7;"M"
"39600";0,165177492855174;57,5;4,6;"M"
"39601";0,131678967675196;52,5;3,7;"M"
"39602";0,0812836579622935;54;5;"N"
"39603";0,165137421429237;55,5;6,1;"N"
"39604";0,275878073719073;61;6,7;"N"
"39605";0,363963012962745;62;7,9;"N"
"39606";0,425202702349117;65;9;"N"
"39607";0,607723724792611;67;9,2;"N"
"39608";0,951345672915952;68,5;9,9;"N"
"39609";1,07923008429568;75;11;"N"
"39611";1,23760788673326;77;11,4;"N"
"39612";1,760247851477;85;13,2;"N"
"39613";1,56151969551811;83;12,9;"N"
"39614";1,29969108288628;78;11,1;"N"
"39617";0,109789278334981;55;4,6;"M"
"39618";0,239375549140878;60;5,2;"M"
"39619";0,266149007169196;63;6,5;"M"
"39620";0,500705839044399;67;7,4;"M"
"39621";0,812660482873754;69;8,5;"M"
"39622";0,899877897932026;70;8,9;"M"
"39623";0,978469632423693;72,5;8,7;"M"
"39624";0,987273195705167;73;8,8;"M"
"39625";0,945912037230693;76;9,7;"M"
"39626";0,0417216312972862;52,5;3,7;"M"
"39628";0,271624842276188;62,5;6,1;"M"
"39629";0,364817963041637;67,5;7,3;"M"
"39630";0,512395947173243;70,5;8;"M"
"39631";0,686900951886172;73;8,8;"M"
"39632";0,836083509884998;71,5;10,6;"N"
"39633";1,49340292498335;79,5;12;"N"
"39634";0,680316551377977;66;9;"N"
"39635";0,260890163854889;64,5;6;"N"
"39636";0,243367716502347;55;4,9;"N"
"39637";0,0995458949718403;53;3,9;"N"
"39640";1,41701174253777;85;11,4;"M"
"39641";1,18638081394474;80;10,4;"M"
"39642";0,866709129732207;74;8,4;"M"
"39643";1,37057681273268;73;9,4;"N"
"39644";1,13191071088949;74,5;9,2;"N"
"39645";0,730810284799887;70,5;8,1;"N"
"39646";0,818533519897999;70;8,6;"N"
"39647";0,125078771881291;55;4,4;"N"
"39648";0,547065098972416;67;8,4;"N"
"39650";0,330075972839711;65;7,5;"N"
"39651";0,278968159968265;63;6,4;"N"
"39652";0,239986960114251;60;5,7;"N"
"39653";0,191948664441903;57;5,3;"N"
"39654";0,138791323535433;58;5,6;"N"
"39655";0,15617970311351;60;5,8;"N"
"39656";0,313994646075228;65,5;6,7;"N"
"39658";0,619841768047336;69,5;8,3;"N"
"39659";0,96040374764967;72;8,5;"N"
"39660";0,99876458952724;75,5;9,9;"N"
"39661";1,28805034902010;76,5;10,1;"N"
"39662";0,240459464069883;63;6,1;"N"
"39664";0,598155889616536;70,5;8,7;"N"
"39665";0,663068179510961;71;8,6;"N"
"39666";0,787500011533597;75;10,2;"N"
"39667";0,958205862317794;78,5;11,5;"N"
"39668";1,20079304992735;80;11,4;"N"
"39670";0,0689344613206297;53,5;4,6;"N"
"39671";0,129712832313270;56;5;"N"
"39672";0,303973868909043;60,5;6,2;"N"
"39673";0,388325162204985;63,5;7,4;"N"
