"vanus";"pikkus";"kaal";"sugu"
"817";0,51288821020658;69;8,6;"M"
"818";0,303913633500565;59,1;6,4;"M"
"820";0,987804784588017;73;9,2;"M"
"821";0,86780595300983;72,5;9,1;"M"
"822";0,758464836266283;70;8,2;"M"
"824";0,679935249060692;66,5;7,3;"M"
"825";0,577838378921209;64,5;7,1;"M"
"826";0,307937751145061;61,5;6;"M"
"827";0,199648542451335;59;5,5;"M"
"828";0,197862293895603;56,5;5;"M"
"829";0,073079560841753;53,5;3,5;"M"
"830";0,94904335351612;70,5;8,8;"N"
"831";0,578228169667628;65;6,4;"N"
"833";0,400474495974945;61,5;6,2;"N"
"834";0,246436036958503;56,5;4,9;"N"
"836";0,92966288941793;69,5;7,5;"N"
"837";0,975078729936178;70,5;8,9;"N"
"839";2,06196893801734;79;10,2;"N"
"840";0,15014021228457;56;3,9;"N"
"842";1,04858700176167;82;12,5;"M"
"843";0,834734982453073;80;11;"M"
"845";0,487882383751686;70;9,1;"M"
"848";0,147374127164473;61,5;6;"M"
"850";0,123339443963491;54;3,6;"N"
"851";0,161149855088408;56,5;5,3;"N"
"852";0,304500382923349;60;6,2;"N"
"853";0,367540997646719;62;6,8;"N"
"855";0,511871598193635;67;7,8;"N"
"856";0,646419261179191;68;7,4;"N"
"857";0,806544213151858;69;8,2;"N"
"858";0,734826106784927;71,5;8,6;"N"
"860";1,37212000507194;84;12,4;"N"
"861";2,01358114569346;88;13,2;"M"
"862";1,05667114473840;77;9,9;"M"
"863";0,856745737983944;75;9,1;"M"
"865";0,777892424432005;73;9;"M"
"866";0,503523236546723;70;8,1;"M"
"867";0,0802144616743179;53,5;4,1;"M"
"868";0,0562368232177982;56,4;5,2;"M"
"870";0,378646547255860;65,5;7,1;"M"
"871";0,441997306764065;66,5;7,3;"M"
"872";0,464921894923051;68;7,1;"M"
"873";1,72892245415161;87;12,5;"N"
"874";1,46817132050123;82;11,5;"N"
"875";1,04710873992459;76;10,6;"N"
"876";0,996240995761117;77;10;"N"
"877";0,783852581387507;72;9,8;"N"
"878";0,767253999397983;72,5;9,3;"N"
"879";0,628311596526436;70;8,3;"N"
"880";0,518762039986466;66;7,5;"N"
"881";0,375422211698944;65;7,4;"N"
"883";1,20382990853394;81;11;"N"
"884";1,90040260893029;89;13,5;"N"
"886";0,0411;54;4,2;"N"
"887";0,174919298015445;60;5,6;"N"
"888";0,0927773874282623;56,5;4,9;"N"
"889";0,169947083322686;61,5;6,1;"N"
"891";0,393812993285685;66;7,1;"N"
"892";0,437860445275113;68;9,6;"N"
"893";0,596828085880844;72;10,1;"N"
"895";0,69335677561504;76;11,2;"N"
"896";0,910757275736296;78;11,8;"N"
"897";1,06799186654598;79;11,5;"N"
"899";1,23916177683344;77;10,9;"N"
"900";0,336275021889842;60;5,4;"N"
"901";0,926275617077389;74,5;9,6;"N"
"902";1,84948921337079;87;12,2;"N"
"903";0,747722128123404;69;8,5;"N"
"904";0,110863500324462;54;4,2;"N"
"905";0,432246459561052;66;6,6;"N"
"908";0,457577169717223;66;7,3;"N"
"909";0,839178407529768;71;8,4;"N"
"910";0,835097156107106;72;8,7;"N"
"911";0,209289794328269;58,5;5,6;"M"
"912";0,254332831009910;60,5;6,1;"M"
"913";0,40587985474103;66;6,9;"M"
"914";0,616577601799174;68;7,8;"M"
"915";0,634210695213005;71;8;"M"
"916";0,674857432020144;72;8,7;"M"
"918";0,84782653474769;74,5;9;"M"
"920";0,181844775386837;57,6;4,8;"M"
"922";1,22775775220741;80;11,4;"M"
"923";0,93724284820541;76;11;"M"
"924";0,810685132502573;74;9,8;"M"
"925";0,688518443594994;73;9;"M"
"926";0,538904187695188;71;8,5;"M"
"927";0,441276401029991;70,5;7,9;"M"
"929";0,242347686770311;63;6,4;"M"
"930";0,295380940544073;64;7,2;"M"
"931";0,440744995609512;68;7,4;"M"
"934";0,376368322670588;65,5;7,5;"N"
"935";0,422570604168376;70,5;7,7;"N"
"936";0,483219321261703;70;8,7;"N"
"937";0,594620945937428;71,5;9,3;"N"
"938";0,645969184999848;74;10;"N"
"939";0,225040042700167;61,5;6,2;"N"
"940";1,97256430587051;88;13,5;"N"
"941";1,35783137894372;82,5;11,9;"N"
"942";0,962569601433052;81;11,7;"N"
"944";0,806364732959759;76;10;"N"
"946";0,683192029378818;72,5;9,4;"M"
"947";0,59886534076627;72,5;9,4;"M"
"949";0,375360689393265;66;7,5;"M"
"950";0,184043607095434;60,5;6,6;"M"
"951";0,131769248711725;57,5;5,5;"M"
"952";1,05459692896411;77;10,6;"M"
"953";1,4999132465964;79,5;12,5;"M"
"955";0,961704742396874;72;11;"M"
"956";0,683209484246482;71;10,5;"M"
"957";0,0698704317907583;50;4,1;"M"
"958";1,08339377350652;77,5;11;"N"
"959";0,891719700499988;76,5;11;"N"
"960";0,91495126993261;74;10,2;"N"
"961";0,859718297752987;72;9,9;"N"
"962";0,584355146983189;70;9,6;"N"
"963";0,465958994250594;69;9,4;"N"
"964";1,21005070299746;78;11,2;"N"
"965";1,40014967026201;81;11,5;"N"
"966";0,0411;60;6,8;"N"
"967";0,237000716724121;62;6,9;"N"
"968";0,332664322321538;69;8,2;"N"
"969";0,170082185585483;65,5;7,2;"N"
"971";1,72494414836011;84;13,3;"N"
"972";0,147907318750956;55,5;4,1;"N"
"973";0,147997570686106;60,4;5,2;"N"
"974";0,326898250222297;65;6,5;"N"
"975";0,45532326388678;69;7,2;"N"
"976";0,440473973607271;69;8,1;"N"
"977";0,543518601714893;69,5;8,5;"N"
"978";0,671585771189548;73;8,9;"N"
"979";0,79756357728564;75;8,9;"N"
"980";1,16255771711483;79;9,7;"N"
"982";1,68064424554798;81,5;11,3;"M"
"983";1,35888852505717;80;12,2;"M"
"984";1,22531185018068;76;10,9;"M"
"988";0,339374602983487;65;7,6;"M"
"989";0,304886336902121;64;7,2;"M"
"990";0,191663280507059;63,5;6,7;"M"
"991";0,129937226082129;59;5,5;"M"
"992";0,107326047089787;53;4,5;"M"
"993";0,228842448738084;60;5,4;"M"
"994";0,136516488295008;53,1;4,5;"M"
"995";0,834897295942463;75;9,1;"M"
"996";0,734189678657075;73;8,9;"M"
"997";0,791141426451217;72;9,3;"M"
"998";0,618922956984375;70;8;"M"
"999";0,463370738598854;67;7,3;"M"
"1000";0,331353828518870;62,5;6,1;"M"
"1002";1,61812650101701;80,5;11,5;"M"
"1003";1,03900116783244;75;10,1;"M"
"1005";0,817958178225025;71;9,6;"M"
"1006";0,72273363334038;68;8,6;"M"
"1007";0,553561155510099;65;8;"M"
"1008";0,380122560066723;63,5;6,1;"M"
"1010";0,125342348108433;52;4,6;"M"
"1011";0,0411;49,5;3,2;"M"
"1012";0,0411;50;3,4;"N"
"1013";0,191440377102282;55;5;"N"
"1014";0,315497874054793;63,5;6;"N"
"1015";0,450046011537329;64,5;6,8;"N"
"1016";0,562807249156078;68;8,3;"N"
"1019";0,913132823042203;73;8,8;"N"
"1020";0,432493373352057;68;7,8;"N"
"1021";0,255504219523494;60;5,4;"N"
"1022";0,231840136020121;58,1;4,7;"N"
"1023";0,297251034944912;64;6,2;"N"
"1024";0,907019112466334;75;11,7;"M"
"1025";0,71154769286196;73;10,7;"M"
"1026";0,35448830641758;66;8,8;"M"
"1027";0,114329236089787;57;4,4;"M"
"1028";0,158221956586002;58,5;6;"M"
"1029";0,256744033071486;64;6,3;"M"
"1030";0,839177891681377;75,5;10,4;"M"
"1031";0,916093814054266;78;10,5;"M"
"1032";0,978266402512857;78,5;10,7;"M"
"1033";1,10166596715591;80;11,5;"M"
"1034";1,26376498426726;82;11,6;"M"
"1035";1,44280028762828;84;11,7;"M"
"1036";2,04412989535135;90;13;"M"
"1037";0,760464705830211;72,5;9,8;"M"
"1038";0,664495201834752;70;9,4;"M"
"1039";0,55909014575664;70;9;"M"
"1040";0,571845638271196;69,5;8,1;"M"
"1041";0,459407933754325;67,5;7,7;"M"
"1042";0,426005895723876;64;7,3;"M"
"1043";0,233189932445893;63;6,8;"M"
"1045";0,0910390004821817;56;4;"M"
"1046";0,111525605165497;53;4,2;"N"
"1047";0,159457803789335;57;4,9;"N"
"1049";0,340476666444526;62;6,2;"N"
"1051";0,544827371223777;65;6,5;"N"
"1052";1,06415548125597;72;8,2;"N"
"1053";1,11674654195672;80;10,7;"M"
"1054";0,811463845470134;74;10;"M"
"1055";0,523327373458253;71;8,3;"M"
"1056";0,36131442358365;65;7,3;"M"
"1057";0,304461152510915;64;6,2;"M"
"1058";0,252441765827777;59;5,8;"M"
"1059";0,644472008230851;66;7,6;"M"
"1060";0,807952901963186;68,5;7,9;"M"
"1061";0,97256891271028;70;8,2;"M"
"1062";0,325952293142028;60;4,6;"M"
"1064";0,524806817192081;62;6,2;"M"
"1065";1,22614440419677;74;9,6;"M"
"1066";0,288359395616280;58,5;3,9;"M"
"1068";1,42961966531745;78;11,2;"M"
"1070";1,83496841949151;83;12;"M"
"1071";2,02187534793403;90;12,6;"M"
"1072";1,58069598475405;85;12,3;"M"
"1073";0,873012265977184;80;10,7;"M"
"1074";0,928142429909775;79;10,4;"M"
"1075";0,799211733361352;78;9,7;"M"
"1076";0,755135367036381;75;9,9;"M"
"1077";0,599450216694762;72;10;"M"
"1080";0,207932064162475;62;6,6;"M"
"1081";0,275728803759981;61,1;6;"M"
"1083";0,952675533343424;75;10,5;"N"
"1085";0,834882270129546;75;10,1;"N"
"1086";0,765769074225587;72;9,5;"N"
"1087";0,102514728010486;59;5,3;"N"
"1088";0,274138239820856;63;6,5;"N"
"1089";0,372355184746487;65;7,2;"N"
"1090";0,538751519686339;70;9,1;"N"
"1091";0,658970104584057;73;9,4;"N"
"1093";1,91180765327493;85,5;13,6;"M"
"1094";1,80090502351056;84,5;13,4;"M"
"1095";1,62963603384175;82,5;12,5;"M"
"1096";0,85964961290744;76,5;10,8;"M"
"1097";0,893362000417551;72;10,8;"M"
"1098";0,757490257093815;71;10,7;"M"
"1099";0,640225418232714;70;10,5;"M"
"1100";0,655901085953016;67;9;"M"
"1101";0,0706694639536564;52,5;4,3;"M"
"1102";0,197479163516683;57,5;5,4;"M"
"1103";0,24651610096744;61;6,1;"M"
"1105";0,405291446038609;64,5;7,5;"M"
"1106";0,488921125291171;65,5;8;"M"
"1107";1,4994839726965;83;14;"N"
"1108";0,752730627157693;75;12,5;"N"
"1109";0,0411;54;4,2;"N"
"1110";0,233645571320522;56,6;4,9;"N"
"1111";0,632365507226437;69,5;10,8;"N"
"1112";0,180380029821748;59;5,7;"N"
"1113";1,026801289279;80;13,5;"N"
"1114";0,797977393108492;75,5;12,4;"N"
"1115";0,0411;55;4,5;"M"
"1116";0,180047635878867;60;5,9;"M"
"1117";0,409039845643554;65;8;"M"
"1118";1,44828172631855;85,5;13;"M"
"1119";0,955069331996304;78;9,6;"M"
"1120";0,62896102424831;72;8,5;"M"
"1121";0,511967006105738;68;8,1;"M"
"1122";0,0411;56,9;4;"N"
"1123";0,0869335458747877;55,9;4,9;"N"
"1124";0,271622639844887;59,5;6;"N"
"1125";0,254157414354411;61;6,9;"N"
"1126";0,476108186889128;65,5;7,7;"N"
"1128";0,710438240977575;70;8;"N"
"1129";0,737853815745023;71,5;8,2;"N"
"1130";0,83627307984323;74,5;9,1;"N"
"1131";0,940697533777515;75;10;"N"
"1133";1,98093909697952;85,5;11,3;"N"
"1134";1,47443093423640;90;14;"M"
"1135";1,02643438925552;78;10,9;"M"
"1136";0,809618095863987;75;9,9;"M"
"1137";0,572286332776861;70;8,5;"M"
"1139";0,217777955900743;62;6;"M"
"1140";0,219498061524318;57;5,3;"M"
"1141";0,0916624358392895;56;4,5;"M"
"1142";0,471571279116982;68,5;9,6;"N"
"1143";0,509723676488883;67;8,5;"N"
"1144";0,352703512559060;63,5;7,7;"N"
"1146";0,0411;55,5;4,8;"N"
"1147";0,575015771838716;70;9,8;"N"
"1148";0,842482984281551;72,5;11;"N"
"1149";0,875424960247224;75;10,8;"N"
"1150";0,960005900712268;78;11,5;"N"
"1152";1,98927528220079;87;12,5;"M"
"1153";0,954632607126524;78;10,4;"M"
"1155";0,410885496648262;69;8,5;"M"
"1156";0,360541807035585;66;7,8;"M"
"1158";0,0684858868131615;54,5;4;"M"
"1161";1,06940660204748;79;10,3;"M"
"1162";0,994539661178417;78;10,1;"M"
"1164";0,822054782945732;69,5;8;"M"
"1165";0,388128191831805;64;6,1;"M"
"1166";0,304281674221051;60;5,7;"M"
"1167";0,207005181501487;58,5;5,7;"M"
"1168";0,0411;53;4,2;"M"
"1169";0,612227272741214;66,5;7,2;"N"
"1170";0,460416391542606;64;6,7;"N"
"1171";0,479705954390538;62;6,5;"N"
"1172";0,281728894492275;60;6;"N"
"1173";0,258694699439805;57;5,2;"N"
"1174";0,216354858250186;54;4,6;"N"
"1175";0,0411;52;3,9;"N"
"1176";0,687105910735316;68,5;7,2;"N"
"1177";0,654374649179281;69;7,3;"N"
"1178";2,12111354948510;85,5;10,3;"N"
"1179";1,82631548037063;81;10,2;"N"
"1180";1,64991140101360;78;9,4;"N"
"1181";1,58921267785349;76;9,1;"N"
"1182";1,20832192536236;75;8,9;"N"
"1184";0,693998046026734;72;9,4;"N"
"1185";0,636299801923483;67;9,1;"N"
"1186";0,620726135268943;68;8,5;"N"
"1187";0,438440091338909;64,5;8,2;"N"
"1188";0,478904582653524;64;8;"N"
"1189";1,48785981321511;82;11,5;"N"
"1190";0,942351249800393;77;10;"N"
"1191";1,60279946962829;84;11,8;"N"
"1192";0,80852925343791;72;9,5;"N"
"1193";0,371581057761847;64,5;7,3;"N"
"1194";0,266310656881684;58,5;6,7;"N"
"1195";0,0411;55,4;5,4;"N"
"1197";0,515777903602417;67;8,3;"M"
"1198";0,568863603074232;68;8,6;"M"
"1199";1,24617629261327;78;11,2;"M"
"1201";1,82816735668128;82,5;11;"M"
"1202";1,55122584113350;83;10,6;"M"
"1203";1,26406098253623;79,5;9,6;"M"
"1204";1,04849403631581;74;8,6;"M"
"1205";0,997293366539787;72;8,5;"M"
"1206";0,731591988914921;70;7,9;"M"
"1208";0,37770975910272;61;6,5;"M"
"1209";0,56677327375308;66;7,8;"M"
"1210";0,207982323093236;60,5;6,5;"M"
"1211";0,239384005645456;57;5,8;"M"
"1212";0,0411;55;4,5;"M"
"1213";0,125836477670839;56;4,3;"N"
"1214";0,989494434983345;74;8,9;"N"
"1216";0,724553080399162;71;8,2;"N"
"1217";0,688446282756585;68,5;7,4;"N"
"1218";0,505600398659596;67;7,2;"N"
"1219";0,594625802178978;69;7,4;"N"
"1220";0,409431439409667;64;6,3;"N"
"1221";0,136487534851225;55;4,3;"N"
"1222";0,357141678691172;62;6;"N"
"1224";0,0411;56,5;4,5;"N"
"1225";0,0951424056249548;59;5,8;"N"
"1226";0,259422893192887;62;6,7;"N"
"1227";0,322333163911567;67,5;7,9;"N"
"1229";0,676094998863165;73;10,3;"N"
"1232";1,44733434307825;98;13,5;"N"
"1233";0,0411;51;3,9;"N"
"1234";0,275950280005620;54,1;4,5;"N"
"1235";0,214727564597899;59;5,9;"N"
"1236";0,392684456342301;64;7,7;"N"
"1237";0,51716293141614;64,5;7,5;"N"
"1238";0,647103590557712;69;8;"N"
"1239";0,742159150872506;72;8,4;"N"
"1240";0,886108865631929;74;9,2;"N"
"1242";1,80767507004756;80;12;"N"
"1243";2,03781263920018;93;13;"N"
"1244";0,0411;53;4;"N"
"1245";0,126228325280750;58;4,9;"N"
"1246";0,246331595608961;62;6,5;"N"
"1247";0,446673994731821;63;5,9;"N"
"1248";0,520387433874921;67;8;"N"
"1249";0,69229730915988;69;9,5;"N"
"1250";0,87590188200473;73;11,3;"N"
"1251";1,20676000691395;80,5;13,3;"N"
"1252";1,96905423437179;91,5;18,3;"N"
"1253";0,0411;53,5;3,6;"N"
"1254";0,200244564028104;55;4,8;"N"
"1255";0,213131908291688;62;5,4;"N"
"1257";0,650261154477802;73;10;"N"
"1258";0,782576463351854;74;10,5;"N"
"1259";1,03175501704241;78;11,8;"N"
"1260";1,39117042681393;86;14;"N"
"1263";0,255695235116687;60;6,7;"N"
"1264";0,0411;54;4,8;"N"
"1266";1,30414345276101;80,5;12,5;"N"
"1267";1,20009459298872;78,5;12,3;"N"
"1268";1,05915676143447;76,5;11,3;"N"
"1269";0,853699939032652;75;11,1;"N"
"1270";0,862001137795341;74,5;10,7;"N"
"1271";0,731879591993454;74;10,5;"N"
"1272";0,648305892191712;72;9,9;"N"
"1274";0,483023847316261;70;9,7;"N"
"1275";0,47763627960162;67;8,8;"N"
"1276";2,09451196321235;90;14;"N"
"1277";0,126138091590313;57;5,1;"N"
"1278";0,327417638911982;65;7,6;"N"
"1279";0,546723631081118;67;8,6;"N"
"1281";0,675892816915112;71;9,7;"N"
"1284";1,35413205380134;80;12,2;"N"
"1285";0,143941785064205;55;4,6;"N"
"1286";0,286972014701742;58;6;"N"
"1288";0,453716954098192;67;8,1;"N"
"1289";0,146760285890557;59,5;5,7;"M"
"1290";0,369054967620749;61,5;6,2;"M"
"1291";0,314631429914419;63;6,4;"M"
"1292";0,370201530946808;65,5;6,7;"M"
"1294";0,91202316720907;74;8,5;"M"
"1295";1,10043806804368;76,5;10,5;"M"
"1296";1,03357612825675;75;10,3;"M"
"1297";0,883257390992896;74;10,4;"M"
"1300";0,499017399434089;70;8,9;"M"
"1301";0,366071534938757;65;7;"M"
"1302";0,204336040111425;62;6,7;"M"
"1304";0,0411;52;4;"M"
"1305";0,0867449369823818;52;3,7;"N"
"1306";0,0960987127474769;53,9;4,1;"N"
"1308";0,38138400631238;60,5;5,5;"N"
"1309";0,417091103007428;64;6,1;"N"
"1310";0,567222318310428;66;6,8;"N"
"1311";0,98670671934967;70,5;8,2;"N"
"1312";1,20208320275609;75;8,6;"N"
"1313";1,94016636870149;84,5;9,9;"N"
"1314";0,490070292910095;67;9,1;"N"
"1315";0,45486460467337;63;8,4;"N"
"1316";0,421274669724688;62;7,5;"N"
"1317";0,249911913142945;60,5;6,4;"N"
"1318";0,153894446237188;59;5,8;"N"
"1319";0,0826607484580721;53;3,9;"N"
"1320";0,705333296484957;71;11,2;"N"
"1321";0,789839663860154;71;11,5;"N"
"1322";0,823979602342913;72,5;11,6;"N"
"1323";0,937369380625274;73;11,4;"N"
"1325";1,33499019112937;79;12,7;"N"
"1326";2,03526862888587;90;16,4;"N"
"1327";0,63479056023033;68,5;10,5;"N"
"1328";0,515876960421292;64;7,1;"M"
"1329";0,297255237259278;62;6,3;"M"
"1330";0,163555859884821;57,5;4,9;"M"
"1331";0,187495425339021;53,1;4,3;"M"
"1332";1,00240049007551;78,5;10,1;"M"
"1333";0,483012058499699;69;8,1;"M"
"1334";0,476966575065661;69,5;9;"M"
"1335";0,528188029954202;73;8,9;"M"
"1336";0,69130991880604;77;9,8;"M"
"1337";1,46155737926720;85;13;"M"
"1338";0,326099697234107;62;6,1;"M"
"1339";0,0878830487050167;58,9;4,9;"M"
"1340";0,249782077229134;57;4,6;"M"
"1341";0,133157376736133;54;4,3;"M"
"1343";0,920720545469351;74;8,9;"M"
"1344";0,818837558535099;70;8;"M"
"1346";0,559059214789238;65;7,4;"M"
"1347";0,374552064999692;63;6,8;"M"
"1348";0,318655820957752;60;6;"M"
"1351";0,189199230416408;54,1;4,4;"M"
"1352";1,32243035672484;83;12,2;"M"
"1353";0,958245707404858;79;11,7;"M"
"1354";0,989645279691355;77;11,3;"M"
"1355";0,879778747649846;75;10,9;"M"
"1356";0,614889506399298;74;10,8;"M"
"1357";0,640029415345765;72;9,8;"M"
"1358";0,534828796452617;71;9,3;"M"
"1359";0,138949745533229;55;4,5;"M"
"1360";0,204498965432372;59;5,9;"M"
"1361";0,176405134888576;61;6,4;"M"
"1364";0,442939224488546;70;8,8;"M"
"1365";0,0601496838225685;53;4,3;"N"
"1366";0,0938908962086112;59,9;5,2;"N"
"1367";0,219442224092401;60,5;6;"N"
"1368";0,386184893339066;65;6,2;"N"
"1369";0,432094619359231;66;8,1;"N"
"1370";0,451066344195843;68;8,2;"N"
"1371";0,59732947137674;68;8,2;"N"
"1372";0,621618888455037;70;8,5;"N"
"1373";0,780131995265192;71,5;8,6;"N"
"1374";0,951195906839646;73;9,2;"N"
"1375";0,0411;55;5;"N"
"1376";1,56182256262316;84;12,2;"N"
"1377";1,27893726100452;81,5;12;"N"
"1378";0,936775781283013;78;10,7;"N"
"1379";0,238831069360659;57;6,6;"N"
"1380";0,263939392466290;60;7,6;"N"
"1381";0,271565970183449;63;7,9;"N"
"1384";0,593252474909277;69;9,3;"N"
"1385";0,711436064298163;71;10;"N"
"1386";0,76234851524315;73;10,5;"N"
"1388";0,251381492299856;62,1;5,4;"N"
"1389";0,334757955557102;63,5;6,9;"N"
"1390";0,373345792756487;68;7,8;"N"
"1392";0,693231410472946;74,5;9,9;"N"
"1393";0,802033369657684;76,5;10,1;"N"
"1396";1,28260465646054;82;13;"N"
"1397";0,0542558509645215;57;5,5;"M"
"1398";1,83445334047207;90;14,1;"M"
"1399";1,09550555088779;81;13,1;"M"
"1400";0,655302939205102;75;11,2;"M"
"1401";0,562692875797439;71;10,8;"M"
"1402";0,418750804469366;69;9,5;"M"
"1403";0,366515692427263;68;9;"M"
"1404";0,290200786765451;64,5;8,2;"M"
"1405";0,0854988165609747;62,4;7,2;"M"
"1406";0,142509718928132;61;6,3;"M"
"1407";0,342955976601239;64,5;7,5;"M"
"1408";0,344257690798296;68,5;8,3;"M"
"1409";0,477010792340195;70;9,2;"M"
"1412";1,20966474652953;84,5;12,5;"M"
"1415";1,18221741652426;76;9,6;"M"
"1416";1,02401364365443;71,5;9;"M"
"1417";0,80626671325373;70;9,8;"M"
"1419";0,582764284343114;67,5;7,9;"M"
"1420";0,540851723241366;68;7,4;"M"
"1421";0,508088718249321;65;7,2;"M"
"1422";0,099957397810936;47;2,9;"M"
"1423";0,122128563705743;52,5;3,7;"M"
"1424";0,229946055588355;57;4,9;"M"
"1425";0,334430989324629;60;5,6;"M"
"1426";0,415931586257171;64;6,5;"M"
"1427";0,866213211473881;74;9,3;"M"
"1428";0,971021158856887;74,5;10,2;"M"
"1429";1,34778035717780;80;11,1;"M"
"1430";1,07689446982118;79;10,7;"M"
"1431";0,653962261653835;74;9,6;"M"
"1432";0,643512925809066;72;9,1;"M"
"1433";0,648954264799132;71;9;"M"
"1434";0,516415337948767;70;8,4;"M"
"1435";0,378997686468876;70;7,8;"M"
"1437";0,251453812877376;65;7;"M"
"1439";0,102498071898550;59;5,4;"M"
"1440";2,02180083518106;81;11,1;"M"
"1441";1,72004384644089;80,5;10,5;"M"
"1442";1,48746853188860;80;10,2;"M"
"1444";0,791069927811943;69;8,3;"M"
"1445";0,0411;53;4,1;"M"
"1446";0,137192233328716;56;5,1;"M"
"1447";0,210735891136851;60,5;5,5;"M"
"1449";0,383695889861796;65;6,5;"M"
"1451";0,712733211623607;68;8,2;"M"
"1452";0,871942973272103;79;9,3;"N"
"1455";0,333755135869955;70;7,4;"N"
"1456";0,833363182514198;76;9,2;"N"
"1457";0,392501445843852;67,5;6,9;"N"
"1459";0,0411;59;4,7;"N"
"1460";1,04365175960988;79;10;"N"
"1461";1,29031466553813;81;10,8;"N"
"1462";1,37206877173517;83;11;"N"
"1463";1,68477724186103;89,5;11,2;"N"
"1464";1,89885134453455;91;11,8;"N"
"1465";0,94844226575759;72,5;11,5;"M"
"1466";1,91011981928699;89,5;14;"M"
"1467";1,58585512876167;85,5;13,8;"M"
"1468";1,03374136187938;80,5;12,4;"M"
"1471";0,300892518648716;61;6,6;"M"
"1473";0,418411230447062;66;9,3;"M"
"1474";0,53273912934364;71;10,4;"M"
"1475";0,763468684597628;73;11,3;"M"
"1476";0,309324436834494;60;5,4;"M"
"1477";1,19265432988671;80;12,2;"M"
"1478";1,18754095752836;80;10,4;"M"
"1479";0,990533297176654;77;9,4;"M"
"1480";0,932688871698354;74;8,5;"M"
"1481";0,792246989283088;70;7,5;"M"
"1483";0,259741704840561;64;5,1;"M"
"1485";1,05460761719395;76,5;11,3;"M"
"1486";0,828252417444636;76;11,1;"M"
"1487";0,6839727053737;75;10,8;"M"
"1490";0,219650581090621;60;5,9;"M"
"1491";0,106104836111356;55,5;4,4;"M"
"1492";0,556485085534836;65;7;"M"
"1493";0,372845752588847;61;7;"N"
"1494";0,479127425965962;63;7,4;"N"
"1495";0,489982972611699;65;7,6;"N"
"1496";0,823252393076816;67;7,6;"N"
"1497";2,02724295593497;78,5;11;"N"
"1498";1,88401809658587;78;10;"N"
"1499";1,4528152401265;76;9,3;"N"
"1500";1,40746375362440;74;8,4;"N"
"1501";1,10168659063194;70;8,3;"N"
"1504";0,357862459090333;52,1;5,1;"N"
"1505";0,293770070891322;57;6,6;"N"
"1506";0,228452557135420;56;5,4;"N"
"1507";0,299656579965244;62;6,6;"N"
"1509";0,732086566950041;67;8,1;"N"
"1510";0,899406650927144;71;9,1;"N"
"1511";1,57380523976013;80,5;12;"M"
"1512";1,07324247407771;76,5;11;"M"
"1513";0,706830411490849;75;10,8;"M"
"1514";0,941108434343978;75,5;11,3;"M"
"1517";0,476791720548444;69;9,5;"N"
"1518";0,756955209395293;74,5;11,4;"N"
"1519";1,46120633457492;80;12,2;"M"
"1520";0,736995001944796;68;8,6;"M"
"1521";0,347788891020869;61,5;6,1;"M"
"1522";1,27854649464111;79;12,3;"M"
"1523";0,773382164155243;69;9,1;"M"
"1524";0,39962984019365;63;6,2;"M"
"1526";0,103259045984096;59;5,2;"N"
"1527";0,165543228936155;62,9;6,7;"N"
"1528";0,331375430444697;65,5;7,8;"N"
"1529";0,424410813477624;69,5;8,9;"N"
